P09,talk,2026,"Heidinger, S., Da Cunha, Y., & Martínez-García, C. (2026). *Definiteness and specificity restrictions on implicit arguments across domains and languages*. SinFonIJA 19, Graz.","@misc{Heidinger_Da Cunha_Martínez-García_2026, author={Heidinger, S. and Da Cunha, Y. and Martínez-García, C.}, title={Definiteness and specificity restrictions on implicit arguments across domains and languages}, year={2026}, eventtitle={SinFonIJA 19}, venue={Graz} }"
P09,talk,2026,"Heidinger, S., Da Cunha, Y., & Martínez-García, C. (2026). *Definiteness and specificity restrictions on implicit arguments across domains and languages*. Workshop: Syntax and Semantics of Implicit Arguments, Graz.","@misc{Heidinger_Da Cunha_Martínez-García_2026, author={Heidinger, S. and Da Cunha, Y. and Martínez-García, C.}, title={Definiteness and specificity restrictions on implicit arguments across domains and languages}, year={2026}, eventtitle={Workshop: Syntax and Semantics of Implicit Arguments}, venue={Graz} }"
P09,talk,2026,"Heidinger, S., Da Cunha, Y., & Martínez-García, C. (2026). *Definiteness and specificity restrictions on implicit arguments across domains and languages*. Silent Arguments: pro-drop and argument ellipsis in theory, acquisition and diachrony, Konstanz.","@misc{Heidinger_Da Cunha_Martínez-García_2026, author={Heidinger, S. and Da Cunha, Y. and Martínez-García, C.}, title={Definiteness and specificity restrictions on implicit arguments across domains and languages}, year={2026}, eventtitle={Silent Arguments: pro-drop and argument ellipsis in theory, acquisition and diachrony}, venue={Konstanz} }"
P09,publication,2026,"Heidinger, S., & Troberg, M. (2026). Spatial expressions with implicit (and overt) arguments: A comparative study of French and Spanish. In P. Herbeck & N. Pomino (Eds.), *Linguistik Aktuell/Linguistics Today* (Vol. 291, pp. 334–367). John Benjamins Publishing Company." https://doi.org/10.1075/la.291.12hei,"@inbook{Heidinger_Troberg_2026, author={Heidinger, S. and Troberg, M.}, title={Spatial expressions with implicit (and overt) arguments: A comparative study of French and Spanish}, year={2026}, month={Feb}, place={Amsterdam}, volume={291}, ISBN={978-90-272-3389-9}, url={https://benjamins.com/catalog/la.291.12hei}, DOI={10.1075/la.291.12hei}, booktitle={Linguistik Aktuell/Linguistics Today}, publisher={John Benjamins Publishing Company}, editor={Herbeck, P. and Pomino, N.}, pages={334–367} }"
P08,talk,2024,"Herbeck, P. (2024). How perspective shapes first-person singular subject pronoun expression – Verbs of saying in two corpora of spoken Catalan. In *Pronouns in Catalan (and beyond)*. VI Jornades de Lingüística Catalana a Viena, University of Vienna.","@misc{Herbeck_2024, author={Herbeck, P.}, title={How perspective shapes first-person singular subject pronoun expression – Verbs of saying in two corpora of spoken Catalan}, year={2024}, eventtitle={VI Jornades de Lingüística Catalana a Viena}, venue={University of Vienna}, journal={Pronouns in Catalan (and beyond)} }"
P08,talk,2024,"Herbeck, P. (2024). *Subject expression and perspectivization with verbs of saying: A corpus study of spoken Catalan*. (Un)reality and evidentiality in language, cognition, society, University of Cyprus, Nicosia.","@misc{Herbeck_2024, author={Herbeck, P.}, title={Subject expression and perspectivization with verbs of saying: A corpus study of spoken Catalan}, year={2024}, eventtitle={(Un)reality and evidentiality in language, cognition, society}, venue={University of Cyprus, Nicosia} }"
P08,talk,2024,"Herbeck, P. (2024). *(yo) creo (que) in spoken Spanish: Discourse marker, subject+verb or something in between?*. Les marqueurs discursifs (dé)verbaux : approche comparée français/anglais/espagnol, Université de Picardie Jules Vernes, Amiens.","@misc{Herbeck_2024, author={Herbeck, P.}, title={(yo) creo (que) in spoken Spanish: Discourse marker, subject+verb or something in between?}, year={2024}, eventtitle={Les marqueurs discursifs (dé)verbaux : approche comparée français/anglais/espagnol}, venue={Université de Picardie Jules Vernes, Amiens} }"
P08,talk,2025,"Herbeck, P. (2025). *On mismatches between strong and emphatic pronouns. Pronoun + mismo ('same/self’) in Spanish*. RED 25, “Mismatches in Anaphoric Relations,” University of Graz.","@misc{Herbeck_2025, author={Herbeck, P.}, title={On mismatches between strong and emphatic pronouns. Pronoun + mismo ('same/self’) in Spanish}, year={2025}, eventtitle={RED 25, “Mismatches in Anaphoric Relations”}, venue={University of Graz} }"
P08,publication,2025,"Herbeck, P., Miglietta, A., & Remberger, E.-M. (2025). Speaker subject expression with verbs of cognition – think/believe in Italian and Spanish. *Borealis – An International Journal of Hispanic Linguistics*, *14*(2), 267–304." https://doi.org/10.7557/1.14.2.8284,"@article{Herbeck_Miglietta_Remberger_2025, author={Herbeck, P. and Miglietta, A. and Remberger, E.-M.}, title={Speaker subject expression with verbs of cognition – think/believe in Italian and Spanish}, year={2025}, month={Dec}, volume={14}, ISSN={1893-3211}, DOI={10.7557/1.14.2.8284}, number={2}, journal={Borealis – An International Journal of Hispanic Linguistics}, pages={267–304} }"
P08,talk,2025,"Herbeck, P., Miglietta, A., & Remberger, E.-M. (2025). The difference between SAYING and MAKING: fer/fare as a quotative marker in spoken Catalan and Italian. In *Workshop “Quotation Unbound – Bridging the Divide Across Quotation Types”*. DGfS 47, University of Mainz.","@misc{Herbeck_Miglietta_Remberger_2025, author={Herbeck, P. and Miglietta, A. and Remberger, E.-M.}, title={The difference between SAYING and MAKING: fer/fare as a quotative marker in spoken Catalan and Italian}, year={2025}, eventtitle={DGfS 47}, venue={University of Mainz}, journal={Workshop “Quotation Unbound – Bridging the Divide Across Quotation Types”} }"
P08,talk,2025,"Herbeck, P., & Pomino, N. (2025). Dative experiencers in infinitives – How subject-like are they? In *Workshop "El dativo: Un caso híbrido?"*. XXIV. Deutscher Hispaniktag, University of Hamburg.","@misc{Herbeck_Pomino_2025, author={Herbeck, P. and Pomino, N.}, title={Dative experiencers in infinitives – How subject-like are they?}, year={2025}, eventtitle={XXIV. Deutscher Hispaniktag}, venue={University of Hamburg}, journal={Workshop "El dativo: Un caso híbrido?"} }"
P08,publication,2025,"Herbeck, P., & Posio, P. (2025). Jo dic, digo yo: estudio comparativo de construcciones con el verbo “decir” en español y “dir” en catalán hablados. *Borealis – An International Journal of Hispanic Linguistics*, *14*(2), 211–238." https://doi.org/10.7557/1.14.2.8250,"@article{Herbeck_Posio_2025, author={Herbeck, P. and Posio, P.}, title={Jo dic, digo yo: estudio comparativo de construcciones con el verbo “decir” en español y “dir” en catalán hablados}, year={2025}, month={Dec}, volume={14}, ISSN={1893-3211}, DOI={10.7557/1.14.2.8250}, number={2}, journal={Borealis – An International Journal of Hispanic Linguistics}, pages={211–238} }"
P06,publication,2026,"Irina, B., & Kallulli, D. (2026). Deriving composite roles in syntax. *Proceedings of the Linguistic Society of America*, *11*(1), 6143.","@inproceedings{Irina_Kallulli_2026, author={Irina, B. and Kallulli, D.}, title={Deriving composite roles in syntax}, year={2026}, volume={11}, number={1}, booktitle={Proceedings of the Linguistic Society of America}, pages={6143} }"
P06,publication,2024,"Kallulli, D., & Roberts, I. (2024). Form Copy and wh-dependencies. In F. Silke, D. Georgi, F. Heck, J. Hein, A. Himmelreich, A. Murphy, & P. Weisser (Eds.), *Strict Cycling* (Vol. 97, pp. 271–286).","@inbook{Kallulli_Roberts_2024, author={Kallulli, D. and Roberts, I.}, title={Form Copy and wh-dependencies}, year={2024}, series={Linguistische Arbeitsberichte}, volume={97}, booktitle={Strict Cycling}, editor={Silke, F. and Georgi, D. and Heck, F. and Hein, J. and Himmelreich, A. and Murphy, A. and Weisser, P.}, pages={271–286}, collection={Linguistische Arbeitsberichte} }"
P06,publication,2025,"Kallulli, D., & Roberts, I. (2025). Defectivity and auxiliary syncretism: diachronic aspects. *Journal of Historical Syntax*, *9*.","@article{Kallulli_Roberts_2025, author={Kallulli, D. and Roberts, I.}, title={Defectivity and auxiliary syncretism: diachronic aspects}, year={2025}, volume={9}, journal={Journal of Historical Syntax} }"
P06,publication,2025,"Kallulli, D., & Roberts, I. (2025). Form Copy and A´-dependencies: Revisiting Resumption. *Catalan Journal of Linguistics*, *24*(2), 45–62.","@article{Kallulli_Roberts_2025, author={Kallulli, D. and Roberts, I.}, title={Form Copy and A´-dependencies: Revisiting Resumption}, year={2025}, volume={24}, number={2}, journal={Catalan Journal of Linguistics}, pages={45–62} }"
P06,publication,2025,"Kallulli, D., & Roberts, I. (2025). We thought and thought, and eventually solved this: One predicate modifies the other. In H. Kishimoto, K. Masashi, & X. Zicheng (Eds.), *Papers from the International Workshop on the Syntax of Predication and Modification 2024* (pp. 53–70).","@inproceedings{Kallulli_Roberts_2025, author={Kallulli, D. and Roberts, I.}, title={We thought and thought, and eventually solved this: One predicate modifies the other}, year={2025}, place={Kobe University}, booktitle={Papers from the International Workshop on the Syntax of Predication and Modification 2024}, editor={Kishimoto, H. and Masashi, K. and Zicheng, X.}, pages={53–70} }"
P06,publication,2026,"Kallulli, D., & Roberts, I. (2026). Refining the Borer-Chomsky Conjecture: Redundancy and Deficiency. *Catalan Journal of Linguistics*.","@article{Kallulli_Roberts_2026, author={Kallulli, D. and Roberts, I.}, title={Refining the Borer-Chomsky Conjecture: Redundancy and Deficiency}, year={2026}, journal={Catalan Journal of Linguistics} }"
P06,publication,To appear,"Kallulli, D., & Roberts, I. (To appear). The cartography of (non-active) voice: Insights from Albanian. In S. Wolfe (Ed.), *The Oxford Handbook of Syntactic Cartography*. Oxford University Press.","@inbook{Kallulli_Roberts_To appear, author={Kallulli, D. and Roberts, I.}, title={The cartography of (non-active) voice: Insights from Albanian}, year={To appear}, place={Oxford}, booktitle={The Oxford Handbook of Syntactic Cartography}, publisher={Oxford University Press}, editor={Wolfe, S.} }"
